Id,SalePrice
1461,130427.21428571429
1462,151965.625
1463,179741.07142857142
1464,188464.14285714287
1465,196044.4107142857
1466,181027.32142857142
1467,176787.94642857142
1468,174510.92857142858
1469,177255.19642857142
1470,125671.05357142857
1471,201110.32142857142
1472,98130.42857142857
1473,93262.5
1474,149973.875
1475,136085.01785714287
1476,360303.625
1477,245201.94642857142
1478,306958.85714285716
1479,281388.58928571426
1480,471645.51785714284
1481,295242.4464285714
1482,208336.86607142858
1483,185334.76785714287
1484,175926.26785714287
1485,176334.10714285713
1486,195526.7857142857
1487,327705.6785714286
1488,228857.25
1489,208451.89285714287
1490,211765.32142857142
1491,187069.01785714287
1492,103456.71428571429
1493,172014.0
1494,298366.98214285716
1495,288763.01785714284
1496,234115.5357142857
1497,185324.19642857142
1498,153661.51785714287
1499,155408.2142857143
1500,158659.51785714287
1501,172046.42857142858
1502,160333.23214285713
1503,289087.3214285714
1504,229373.0357142857
1505,217077.60714285713
1506,178218.75
1507,231469.10714285713
1508,192021.7857142857
1509,158143.75
1510,150893.30357142858
1511,157000.89285714287
1512,161148.75
1513,137573.125
1514,152703.57142857142
1515,193474.2142857143
1516,153156.875
1517,156119.19642857142
1518,129263.05357142857
1519,229114.89285714287
1520,140129.9107142857
1521,144733.92857142858
1522,158101.7857142857
1523,117349.10714285714
1524,122237.14285714286
1525,125426.01785714286
1526,128653.57142857143
1527,105690.80357142857
1528,129543.44642857143
1529,147376.7857142857
1530,165056.25
1531,131111.60714285713
1532,101375.0
1533,142991.51785714287
1534,112602.58928571429
1535,156404.17857142858
1536,116390.80357142857
1537,87602.67857142857
1538,171899.2142857143
1539,241160.98214285713
1540,114961.51785714286
1541,141512.4642857143
1542,139579.10714285713
1543,201284.5357142857
1544,82652.55357142857
1545,101385.71428571429
1546,125651.78571428571
1547,135781.25
1548,132651.5
1549,114807.58928571429
1550,138037.17857142858
1551,118552.85714285714
1552,150990.44642857142
1553,149075.89285714287
1554,109014.42857142857
1555,165201.7857142857
1556,97411.44642857143
1557,116091.07142857143
1558,96576.78571428571
1559,123602.46428571429
1560,144260.7142857143
1561,149445.69642857142
1562,126735.41071428571
1563,128908.625
1564,162546.5
1565,153925.25
1566,218325.5
1567,85716.07142857143
1568,216596.07142857142
1569,143374.0357142857
1570,134281.25
1571,131266.9642857143
1572,148858.92857142858
1573,246257.05357142858
1574,117446.75
1575,218928.39285714287
1576,221888.89285714287
1577,200991.1607142857
1578,149039.375
1579,148203.0357142857
1580,190086.1607142857
1581,146450.1607142857
1582,130458.92857142857
1583,326904.41071428574
1584,240928.7857142857
1585,140793.1607142857
1586,78078.25
1587,104071.42857142857
1588,152187.5
1589,104679.46428571429
1590,134227.5357142857
1591,103082.28571428571
1592,123412.44642857143
1593,120497.32142857143
1594,147705.42857142858
1595,123438.35714285714
1596,230252.05357142858
1597,160297.32142857142
1598,192079.73214285713
1599,192734.92857142858
1600,188348.5357142857
1601,72368.05357142857
1602,113820.46428571429
1603,95405.08928571429
1604,284367.4464285714
1605,238541.23214285713
1606,164642.67857142858
1607,161230.73214285713
1608,217399.5
1609,193886.375
1610,161461.60714285713
1611,145808.69642857142
1612,175055.80357142858
1613,166578.42857142858
1614,124171.42857142857
1615,88341.07142857143
1616,79612.5
1617,87528.57142857143
1618,127780.35714285714
1619,132260.4107142857
1620,169395.57142857142
1621,139605.35714285713
1622,146519.125
1623,282308.41071428574
1624,207191.7142857143
1625,130320.53571428571
1626,163799.82142857142
1627,188421.25
1628,272542.75
1629,181300.0
1630,372685.0
1631,205108.60714285713
1632,241075.10714285713
1633,171249.48214285713
1634,180696.42857142858
1635,181889.55357142858
1636,163521.875
1637,185544.4642857143
1638,203646.7857142857
1639,170742.85714285713
1640,241372.92857142858
1641,172184.82142857142
1642,221013.0892857143
1643,215672.7857142857
1644,232255.82142857142
1645,183183.92857142858
1646,156283.92857142858
1647,160973.8392857143
1648,138703.5892857143
1649,140605.35714285713
1650,123888.55357142857
1651,124488.39285714286
1652,97366.07142857143
1653,95207.21428571429
1654,152787.5
1655,153676.60714285713
1656,152010.5357142857
1657,153286.60714285713
1658,151048.92857142858
1659,142538.2142857143
1660,151013.6607142857
1661,455596.125
1662,364256.10714285716
1663,366121.4285714286
1664,465660.0535714286
1665,307580.3214285714
1666,327512.39285714284
1667,357413.0535714286
1668,322482.3035714286
1669,300405.6785714286
1670,333792.51785714284
1671,266098.0535714286
1672,476695.89285714284
1673,302815.375
1674,250066.7857142857
1675,189984.44642857142
1676,188204.0
1677,209672.5357142857
1678,462887.9285714286
1679,365869.66071428574
1680,322786.60714285716
1681,254727.375
1682,316251.33928571426
1683,192866.89285714287
1684,176102.67857142858
1685,171798.30357142858
1686,171001.76785714287
1687,170663.51785714287
1688,180042.42857142858
1689,185868.85714285713
1690,187354.0
1691,173918.3392857143
1692,275432.23214285716
1693,172371.51785714287
1694,179689.10714285713
1695,172237.07142857142
1696,263448.78571428574
1697,171154.69642857142
1698,335511.10714285716
1699,323886.375
1700,246340.1607142857
1701,254726.76785714287
1702,253262.875
1703,249533.55357142858
1704,284587.14285714284
1705,229783.0892857143
1706,465972.66071428574
1707,227195.60714285713
1708,211839.92857142858
1709,268531.16071428574
1710,223595.07142857142
1711,277197.8035714286
1712,236624.60714285713
1713,255561.69642857142
1714,221281.82142857142
1715,200941.07142857142
1716,180758.26785714287
1717,165776.64285714287
1718,138515.60714285713
1719,202212.67857142858
1720,242490.3392857143
1721,160008.92857142858
1722,124485.53571428571
1723,154928.57142857142
1724,211678.07142857142
1725,224850.44642857142
1726,192940.17857142858
1727,170917.55357142858
1728,187473.32142857142
1729,161702.2857142857
1730,159888.23214285713
1731,123167.69642857143
1732,132589.875
1733,128320.82142857143
1734,134808.92857142858
1735,136236.60714285713
1736,117855.05357142857
1737,318306.0
1738,206530.4107142857
1739,304938.75
1740,209638.67857142858
1741,184898.7857142857
1742,169601.60714285713
1743,172935.0892857143
1744,317244.6964285714
1745,228283.89285714287
1746,256696.4107142857
1747,211777.30357142858
1748,213207.14285714287
1749,156610.625
1750,143875.89285714287
1751,224387.05357142858
1752,126319.64285714286
1753,137947.625
1754,204195.17857142858
1755,162853.3392857143
1756,127616.375
1757,120430.78571428571
1758,139566.07142857142
1759,158992.85714285713
1760,154883.92857142858
1761,153143.75
1762,175028.7142857143
1763,159829.9107142857
1764,120473.14285714286
1765,174676.7857142857
1766,160572.0
1767,196356.69642857142
1768,147706.25
1769,164253.10714285713
1770,145014.2857142857
1771,136693.75
1772,139176.7857142857
1773,138641.07142857142
1774,138655.5357142857
1775,134508.57142857142
1776,116412.01785714286
1777,114587.5
1778,136905.07142857142
1779,115257.91071428571
1780,173848.8392857143
1781,131497.5
1782,96753.91071428571
1783,133616.7857142857
1784,103317.32142857143
1785,113771.91071428571
1786,157114.80357142858
1787,162611.30357142858
1788,67019.01785714286
1789,97695.10714285714
1790,89475.53571428571
1791,191354.80357142858
1792,149784.375
1793,140597.98214285713
1794,142807.14285714287
1795,137402.67857142858
1796,129874.875
1797,119646.42857142857
1798,126373.14285714286
1799,117444.48214285714
1800,136246.5892857143
1801,132789.35714285713
1802,139332.75
1803,143791.07142857142
1804,144353.0357142857
1805,136492.85714285713
1806,109763.17857142857
1807,136471.42857142858
1808,116495.53571428571
1809,129689.46428571429
1810,145451.7857142857
1811,110900.89285714286
1812,109007.21428571429
1813,120485.85714285714
1814,100758.64285714286
1815,65243.125
1816,104474.48214285714
1817,135201.7857142857
1818,146020.5357142857
1819,120029.53571428571
1820,81031.25
1821,113066.96428571429
1822,152381.69642857142
1823,66057.14285714286
1824,131382.5892857143
1825,139280.76785714287
1826,106196.67857142857
1827,107589.71428571429
1828,134481.25
1829,111181.42857142857
1830,136344.64285714287
1831,151219.64285714287
1832,112920.69642857143
1833,150933.98214285713
1834,134198.0892857143
1835,153396.42857142858
1836,121950.76785714286
1837,99241.07142857143
1838,135972.05357142858
1839,90875.0
1840,166191.0
1841,148525.375
1842,92819.64285714286
1843,144163.39285714287
1844,138854.4642857143
1845,137412.5
1846,152290.17857142858
1847,157395.5357142857
1848,62827.57142857143
1849,106971.92857142857
1850,127096.05357142857
1851,148784.9642857143
1852,125183.92857142857
1853,140441.64285714287
1854,171552.23214285713
1855,154979.4642857143
1856,211596.42857142858
1857,181589.69642857142
1858,145240.9107142857
1859,121709.59821428571
1860,155898.76785714287
1861,119618.41964285714
1862,283867.08928571426
1863,281044.26785714284
1864,281044.26785714284
1865,325111.76785714284
1866,327157.08928571426
1867,234562.55357142858
1868,305502.85714285716
1869,197559.67857142858
1870,245184.9642857143
1871,250525.75
1872,171774.30357142858
1873,222397.0
1874,141790.17857142858
1875,200045.5357142857
1876,193887.5
1877,212550.89285714287
1878,213358.23214285713
1879,136187.5
1880,137042.85714285713
1881,251536.07142857142
1882,248571.42857142858
1883,196779.2857142857
1884,216031.30357142858
1885,243409.7142857143
1886,296475.25
1887,204351.80357142858
1888,276394.21428571426
1889,164852.01785714287
1890,132094.7857142857
1891,142750.89285714287
1892,116851.76785714286
1893,129834.83928571429
1894,130984.01785714286
1895,143385.7142857143
1896,122777.67857142857
1897,122244.64285714286
1898,115648.21428571429
1899,144942.85714285713
1900,144866.9642857143
1901,158783.92857142858
1902,137286.92857142858
1903,216592.85714285713
1904,137767.85714285713
1905,175229.14285714287
1906,155868.14285714287
1907,188500.0
1908,118593.57142857143
1909,138628.3392857143
1910,129668.75
1911,199053.0357142857
1912,271632.96428571426
1913,144039.89285714287
1914,74396.07142857143
1915,338092.10714285716
1916,75603.44642857143
1917,250587.42857142858
1918,135290.9107142857
1919,160422.51785714287
1920,155357.0
1921,422829.98214285716
1922,331729.0
1923,202309.82142857142
1924,225005.5357142857
1925,214183.9107142857
1926,370262.14285714284
1927,139491.07142857142
1928,151658.0357142857
1929,128647.91071428571
1930,135149.10714285713
1931,142730.5357142857
1932,136764.2857142857
1933,172337.80357142858
1934,176040.17857142858
1935,177790.5357142857
1936,188563.39285714287
1937,179535.7142857143
1938,171787.85714285713
1939,246622.32142857142
1940,195327.67857142858
1941,176243.48214285713
1942,187513.39285714287
1943,199506.4642857143
1944,332651.1964285714
1945,358769.03571428574
1946,153013.69642857142
1947,308558.83928571426
1948,171859.55357142858
1949,237960.82142857142
1950,181093.25
1951,245170.14285714287
1952,224972.0892857143
1953,172015.75
1954,195991.07142857142
1955,128992.67857142857
1956,289954.64285714284
1957,156092.85714285713
1958,305699.10714285716
1959,142526.125
1960,118845.07142857143
1961,122272.19642857143
1962,93762.5
1963,97719.64285714286
1964,112664.32142857143
1965,150553.57142857142
1966,151064.0892857143
1967,294989.3214285714
1968,407617.91071428574
1969,370365.96428571426
1970,404565.58928571426
1971,396234.08928571426
1972,354293.39285714284
1973,265141.3035714286
1974,323602.41071428574
1975,491242.83928571426
1976,274560.91071428574
1977,366675.8214285714
1978,355291.6785714286
1979,309304.01785714284
1980,192737.3482142857
1981,335817.10714285716
1982,231586.7142857143
1983,212911.44642857142
1984,168040.01785714287
1985,217766.75
1986,219320.375
1987,190763.5892857143
1988,173185.6607142857
1989,185222.14285714287
1990,216147.05357142858
1991,222912.1607142857
1992,201468.07142857142
1993,175641.1607142857
1994,235687.44642857142
1995,182011.5892857143
1996,269073.25
1997,319973.14285714284
1998,358667.83928571426
1999,252107.67857142858
2000,304978.16071428574
2001,270141.75
2002,243271.42857142858
2003,247190.57142857142
2004,262909.1964285714
2005,228627.0357142857
2006,214898.19642857142
2007,245534.4642857143
2008,216678.2142857143
2009,193173.57142857142
2010,189825.0892857143
2011,143584.48214285713
2012,180123.98214285713
2013,180439.2857142857
2014,189856.51785714287
2015,198147.5892857143
2016,195332.4107142857
2017,195566.9642857143
2018,122249.08928571429
2019,129778.85714285714
2020,118692.55357142857
2021,118264.71428571429
2022,171325.0
2023,153655.05357142858
2024,235331.01785714287
2025,365434.64285714284
2026,183640.26785714287
2027,151333.5
2028,152452.17857142858
2029,174286.32142857142
2030,271998.03571428574
2031,238540.60714285713
2032,259313.75
2033,253985.57142857142
2034,165121.0357142857
2035,192105.32142857142
2036,176745.26785714287
2037,181527.4107142857
2038,301881.26785714284
2039,201389.73214285713
2040,368787.51785714284
2041,269483.5714285714
2042,196560.48214285713
2043,156154.39285714287
2044,169244.14285714287
2045,221198.35714285713
2046,133652.0
2047,149275.60714285713
2048,134958.92857142858
2049,131401.125
2050,167424.10714285713
2051,109204.42857142857
2052,139816.375
2053,144535.0892857143
2054,85169.51785714286
2055,153992.5357142857
2056,138414.60714285713
2057,128972.32142857143
2058,218083.39285714287
2059,135354.05357142858
2060,154844.64285714287
2061,158310.7142857143
2062,137082.14285714287
2063,113378.57142857143
2064,137850.5357142857
2065,122533.92857142857
2066,161893.75
2067,132181.9642857143
2068,136953.625
2069,85205.35714285714
2070,105984.60714285714
2071,98193.75
2072,130466.05357142857
2073,138629.375
2074,175734.55357142858
2075,146108.48214285713
2076,122858.69642857143
2077,152045.5357142857
2078,132947.32142857142
2079,127356.39285714286
2080,116479.92857142857
2081,123053.57142857143
2082,134893.89285714287
2083,143295.5357142857
2084,109999.64285714286
2085,132461.1607142857
2086,124316.92857142857
2087,119390.85714285714
2088,106463.39285714286
2089,88605.0
2090,138033.57142857142
2091,119245.67857142857
2092,128488.85714285714
2093,137883.19642857142
2094,125358.91071428571
2095,149008.2857142857
2096,86620.89285714286
2097,95931.46428571429
2098,142968.75
2099,61842.71428571428
2100,106490.32142857143
2101,120960.25
2102,139880.67857142858
2103,105612.14285714286
2104,133888.39285714287
2105,132824.9107142857
2106,79838.78571428571
2107,216858.25
2108,118387.5
2109,117209.07142857143
2110,120863.85714285714
2111,152300.98214285713
2112,139335.39285714287
2113,116507.14285714286
2114,108254.55357142857
2115,147974.55357142858
2116,114756.25
2117,147115.82142857142
2118,120346.42857142857
2119,104359.10714285714
2120,111790.71428571429
2121,98555.92857142857
2122,100292.19642857143
2123,90290.55357142857
2124,172013.30357142858
2125,131720.4642857143
2126,153020.5892857143
2127,148830.4107142857
2128,139913.89285714287
2129,101087.25
2130,144979.0892857143
2131,153588.39285714287
2132,106508.92857142857
2133,114240.0
2134,120336.46428571429
2135,104041.39285714286
2136,86553.57142857143
2137,124826.42857142857
2138,139341.9642857143
2139,151739.2857142857
2140,138006.69642857142
2141,141166.2142857143
2142,138650.01785714287
2143,147355.0357142857
2144,127246.75
2145,136133.0357142857
2146,157007.14285714287
2147,159936.60714285713
2148,126365.17857142857
2149,140569.64285714287
2150,208471.0357142857
2151,128475.0
2152,161583.92857142858
2153,158168.75
2154,107673.21428571429
2155,131324.76785714287
2156,247691.25
2157,247735.07142857142
2158,231790.35714285713
2159,213192.55357142858
2160,171114.1607142857
2161,246775.05357142858
2162,395151.1964285714
2163,338663.60714285716
2164,248164.07142857142
2165,173033.39285714287
2166,144407.5892857143
2167,209591.7142857143
2168,203097.32142857142
2169,197437.5
2170,216965.5
2171,144223.26785714287
2172,139273.6607142857
2173,146512.5
2174,238137.5
2175,296619.53571428574
2176,322795.51785714284
2177,265797.03571428574
2178,212661.51785714287
2179,144347.02380952382
2180,196104.76785714287
2181,197405.69642857142
2182,225953.0357142857
2183,194344.5892857143
2184,137453.125
2185,130963.83928571429
2186,144444.05357142858
2187,150674.10714285713
2188,149601.2857142857
2189,212176.64285714287
2190,82382.14285714286
2191,87189.28571428571
2192,90619.80357142857
2193,98787.57142857143
2194,106819.64285714286
2195,114259.07142857143
2196,113448.30357142857
2197,112213.41071428571
2198,150546.51785714287
2199,169189.3392857143
2200,136088.4107142857
2201,133459.82142857142
2202,188586.60714285713
2203,161535.42857142858
2204,179638.39285714287
2205,117680.42857142857
2206,134436.60714285713
2207,206208.17857142858
2208,218385.7142857143
2209,191315.17857142858
2210,122345.0
2211,113714.35714285714
2212,110587.5
2213,99497.08928571429
2214,141177.92857142858
2215,104155.82142857143
2216,149335.44642857142
2217,75382.60714285714
2218,96793.01785714286
2219,79411.67857142857
2220,81925.0
2221,336052.0
2222,273704.53571428574
2223,291764.08928571426
2224,214946.5357142857
2225,137128.35714285713
2226,195157.67857142858
2227,205523.2857142857
2228,273824.5714285714
2229,235175.05357142858
2230,160016.9642857143
2231,219662.32142857142
2232,178960.85714285713
2233,176858.8392857143
2234,241230.10714285713
2235,230461.60714285713
2236,269364.53571428574
2237,350085.76785714284
2238,197046.4107142857
2239,120885.82142857143
2240,162660.0
2241,151694.64285714287
2242,136401.7142857143
2243,140553.85714285713
2244,92952.875
2245,92535.91071428571
2246,145541.67857142858
2247,100846.42857142857
2248,125205.05357142857
2249,128030.35714285714
2250,136300.17857142858
2251,123056.67857142857
2252,170960.39285714287
2253,152550.5357142857
2254,176217.92857142858
2255,189015.17857142858
2256,183705.98214285713
2257,189798.2142857143
2258,171447.92857142858
2259,175190.17857142858
2260,153087.5
2261,182809.0892857143
2262,213248.82142857142
2263,351028.8035714286
2264,433782.25
2265,169969.4107142857
2266,281558.28571428574
2267,363174.46428571426
2268,381510.16071428574
2269,160440.75
2270,188544.01785714287
2271,230981.7857142857
2272,203478.17857142858
2273,163962.32142857142
2274,171339.2857142857
2275,171309.82142857142
2276,173242.625
